cluster,n,pct_of_portfolio,avg_pd,avg_loan_amount,avg_income,avg_expected_profit,actual_default_rate,segment_label
3,50896,12.60507115366517,0.2682529141682167,29770.00795740345,108369.8813120876,10995.063579950669,0.2674080477837158,"High Risk - Premium Value (large loans, high income)"
2,80518,19.941353331319007,0.35412328659403514,16154.910082217617,55246.31706338914,4828.703839936281,0.3554981494821034,"High Risk - Volume Value (smaller loans, mass market)"
1,91834,22.743911197848302,0.11375636269288827,16885.765348346613,108115.31023945437,3828.485705841883,0.11123331228085459,Low Risk - High Value
4,180526,44.70966431716752,0.15540274950313618,8063.498055681836,51615.046175509175,1776.1845688161227,0.15449852098866645,Low Risk - Low Value (mass market)
