variable,info_value
sub_grade,0.4566427309870609
term,0.17458854297620602
loan_to_income,0.11171770514705782
dti,0.07050095713740992
verification_status,0.055952159374024577
loan_amnt,0.032312062966870135
home_ownership,0.031317991711273765
annual_inc,0.02757852772778996
revol_util,0.024090205658490974
